Attribution ID,Source,Dating,Dating (range),Source Origin,Modern Country for Source Origin,Source type,Piece,Attributed to Josquin?,NJE Number,Genre,Voices,Attribution Category,Probable Composer,Other Attribution in Source
Attr_2206,BasU F.X.17–20,1566,~1550–66,southern Germany/Austria/Basel,Germany/Austria/Switzerland,manuscript,"In te, domine, speravi",no,28.18,songs and instrumental pieces,4,3,,
Attr_2207,BasU F.X.17–20,1566,~1550–66,southern Germany/Austria/Basel,Germany/Austria/Switzerland,manuscript,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_2208,BolC Q26,1566,~1564–66,,Belgium/Netherlands,manuscript,N'avez point veu,no,29.16,songs and instrumental pieces,5,4b,Johannes Lebrung,Lebrung
Attr_2209,GdánPAN 4003,1566,~1550–66,,Belgium/Netherlands/Poland,manuscript,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_2210,KasL 38,1566,~1535–66,Kassel,Germany,manuscript,"Inviolata, integra et casta es",yes,24.5,motet,12,4a,,
Attr_2211,Milano 1566|28,1566,,Rome,Italy,printed tablature,Si j'ay perdu,no,28.32,songs and instrumental pieces,4,4a,,
Attr_2212,RosU 49,1566,,Hamburg,Germany,manuscript,Magnificat septimi toni,no,20.5,motet,4,4a,,
Attr_2213,RosU 49,1566,,Hamburg,Germany,manuscript,Te deum laudamus,yes,26.16,motet,4,4b,Andreas de Silva,
Attr_2214,RosU 49,1566,,Hamburg,Germany,manuscript,Te deum laudamus,yes,26.16,motet,4,4b,Andreas de Silva,
Attr_2215,RosU 49,1566,,Hamburg,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_2216,RosU 49,1566,,Hamburg,Germany,manuscript,Missa Pange lingua,yes,4.3,mass,4,1,,
Attr_2217,RosU 49,1566,,Hamburg,Germany,manuscript,Missa Veni sancte spiritus,yes,4.6,mass,5,4a,,
Attr_2218,BerlS 6,1567,,,Unknown,manuscript tablature,In principio erat verbum,yes,19.8,motet,4,2,,
Attr_2219,BerlS 6,1567,,,Unknown,manuscript tablature,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_2220,BerlS 6,1567,,,Unknown,manuscript tablature,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,
Attr_2221,BerlS 6,1567,,,Unknown,manuscript tablature,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,
Attr_2222,LeidGA 1441,1567,,Amsterdam/Leiden,Netherlands,manuscript,Miseremini mei,no,14.8,motet,4,4b,Jean Richafort,
Attr_2223,LeidGA 1442,1567,,Amsterdam/Leiden,Netherlands,manuscript,Domini est terra,no,16.12,motet,4,4a,,
Attr_2224,LeidGA 1442,1567,,Amsterdam/Leiden,Netherlands,manuscript,O bone et dulcissime Jesu,no,21.9,motet,4,3,,
Attr_2225,LeidGA 1442,1567,,Amsterdam/Leiden,Netherlands,manuscript,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_2226,LeidGA 1442,1567,,Amsterdam/Leiden,Netherlands,manuscript,"Inviolata, integra et casta es",no,24.4,motet,5,1,,
Attr_2227,LeidGA 1442,1567,,Amsterdam/Leiden,Netherlands,manuscript,Stabat mater,no,25.9,motet,5,1,,
Attr_2228,RegT 2–3,1567,,Neresheim,Germany,manuscript,"Conserva me, domine",no,15.10,motet,4,4a,,
Attr_2229,RegT 2–3,1567,,Neresheim,Germany,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,Senfl
Attr_2230,RegT 2–3,1567,,Neresheim,Germany,manuscript,In exitu Israel de Egypto,no,17.4,motet,4,2,,
Attr_2231,RomeSM 26,1567,~1566–67,Rome,Italy,manuscript,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_2232,RomeSM 26,1567,~1566–67,Rome,Italy,manuscript,O virgo virginum,yes,24.10,motet,6,4a,,
Attr_2233,RomeSM 26,1567,~1566–67,Rome,Italy,manuscript,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_2234,Gardane 1568|5,1568,,Venice,Italy,printed vocal music,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,Guyot (for voices 7–12)
Attr_2235,MunBS 266,1568,~1540–68,Augsburg,Germany,manuscript tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2236,MunBS 266,1568,~1540–68,Augsburg,Germany,manuscript tablature,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_2237,MunBS 266,1568,~1540–68,Augsburg,Germany,manuscript tablature,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_2238,MunBS 266,1568,~1540–68,Augsburg,Germany,manuscript tablature,Plus nulz regretz,no,28.28,songs and instrumental pieces,4,1,,
Attr_2239,MunBS 266,1568,~1540–68,Augsburg,Germany,manuscript tablature,Cueur langoreulx,no,29.2,songs and instrumental pieces,5,2,,
Attr_2240,MunBS 266,1568,~1540–68,Augsburg,Germany,manuscript tablature,"Nimphes, nappés",no,30.6,songs and instrumental pieces,6,1,,
Attr_2241,Neuber 1568|7,1568,,Nuremberg,Germany,printed vocal music,Qui habitat in adjutorio altissimi,yes,18.8,motet,24,4a,,
Attr_2242,Neuber 1568|7,1568,,Nuremberg,Germany,printed vocal music,Ave verum corpus,yes,21.3,motet,5,4a,,
Attr_2243,Neuber 1568|7,1568,,Nuremberg,Germany,printed vocal music,N'esse pas ung grant desplaisir,yes,29.17,songs and instrumental pieces,5,3,,
Attr_2244,Phalèse & Bellère 1570|35,1568,,Leuven and Antwerp,Belgium,printed tablature,In exitu Israel de Egypto,no,17.4,motet,4,2,,
Attr_2245,Phalèse 1568|23,1568,,Leuven,Belgium,printed tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2246,Phalèse 1568|23,1568,,Leuven,Belgium,printed tablature,Stabat mater,no,25.9,motet,5,1,,
Attr_2247,Bakfark 1569|36,1569,,Antwerp,Belgium,printed tablature,Qui habitat in adjutorio altissimi,yes,18.7,motet,4,1,,
Attr_2248,Bakfark 1569|36,1569,,Antwerp,Belgium,printed tablature,Faulte d'argent,yes,29.7,songs and instrumental pieces,5,1,,
Attr_2249,Le Roy & Ballard 1569|13,1569,,Paris,France,printed vocal music,"Au bois, au bois ma dame",no,20.10,motet,4,4b,Pierre Moulu,Moulu
Attr_2250,Neuber 1569|1,1569,,Nuremberg,Germany,printed vocal music,"Beati omnes, qui timent dominum",no,15.3,motet,6,4b,Nicolas Champion,Champion
Attr_2251,TrevBC 8,1569,~1556–69,Treviso,Italy,manuscript,Letare nova Syon,no,17.12,motet,4,4b,Andreas de Silva,de Silva
Attr_2252,BerlS 40632,1570,~1565–70,southern Germany,Germany,manuscript tablature,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_2253,BerlS 40632,1570,~1565–70,southern Germany,Germany,manuscript tablature,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_2254,DresSL Pirna VIII,1570,~1560–70,Pirna,Germany,manuscript,Veni sancte spiritus,no,26.18,motet,6,4a,,
Attr_2255,MunBS 1501,1570,~1570,Augsburg,Germany,manuscript,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_2256,RosU 42,1570,~1555–70,Pirna,Germany,manuscript,Veni sancte spiritus,yes,26.18,motet,6,4a,,
Attr_2257,StockKB 229,1570,~1560–70,Stockholm,Sweden,manuscript,Ecce dominus veniet,no,14.5,motet,5,4a,,
Attr_2258,StockKB 229,1570,~1560–70,Stockholm,Sweden,manuscript,Lugebat David Absalon,no,14.7,motet,8,4b,Nicolas Gombert,
Attr_2259,StockKM 45,1570,~1560–70,Stockholm,Sweden,manuscript,Lugebat David Absalon,no,14.7,motet,8,4b,Nicolas Gombert,
Attr_2260,TrevBC 30,1570,~1570,Treviso,Italy,manuscript,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_2261,TrevBC 9,1570,~1564–70,Treviso,Italy,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_2262,DresSL 1/E/24,1571,,central Germany,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_2263,Dressler 1571,1571,,Magdeburg,Germany,printed treatise,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_2264,Dressler 1571,1571,,Magdeburg,Germany,printed treatise,Textless piece,yes,App. 13,songs and instrumental pieces,1,4a,,
Attr_2265,Phalèse & Bellère 1571|15,1571,,Antwerp,Belgium,printed vocal music,Qui edunt me,no,14.11,motet,2,3,,
Attr_2266,Phalèse & Bellère 1571|15,1571,,Antwerp,Belgium,printed vocal music,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2267,Phalèse & Bellère 1571|16,1571,,Leuven,Belgium,printed tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2268,Phalèse & Bellère 1571|16,1571,,Leuven,Belgium,printed tablature,Stabat mater,no,25.9,motet,5,1,,
Attr_2269,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Je me complains,yes,29.10,songs and instrumental pieces,5,3,,
Attr_2270,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Je ne me puis tenir,yes,29.11,songs and instrumental pieces,5,4a,,
Attr_2271,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,N'avez point veu,no,29.16,songs and instrumental pieces,5,4b,Johannes Lebrung,Lebrung
Attr_2272,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,N'esse pas ung grant desplaisir,yes,29.17,songs and instrumental pieces,5,3,,
Attr_2273,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Parfons regretz,yes,29.19,songs and instrumental pieces,5,2,,
Attr_2274,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Cueur langoreulx,yes,29.2,songs and instrumental pieces,5,2,,
Attr_2275,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Faulte d'argent,yes,29.7,songs and instrumental pieces,5,1,,
Attr_2276,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Incessament mon povre cueur,no,29.9,songs and instrumental pieces,5,4b,Pierre de La Rue,La Rue
Attr_2277,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Tenez moy en voz bras,yes,30.12,songs and instrumental pieces,6,4a,,
Attr_2278,Le Roy & Ballard 1572|2,1572,,Paris,France,printed vocal music,Allegez moy,yes,30.2,songs and instrumental pieces,6,4a,,
Attr_2279,RegB 878–82,1572,~1570,Regensburg,Germany,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Jean Mouton
Attr_2280,RegB 878–82,1572,~1570,Regensburg,Germany,manuscript,Veni sancte spiritus,yes,26.18,motet,6,4a,,
Attr_2281,RegB 878–82,1572,~1570,Regensburg,Germany,manuscript,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_2282,TrevBC 5,1572,~1559–72,Treviso,Italy,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,Costanzo Festa
Attr_2283,RegB 838–43,1573,~1571–73,Regensburg,Germany,manuscript,In principio erat verbum,yes,19.8,motet,4,2,,
Attr_2284,RegB 838–43,1573,~1571–73,Regensburg,Germany,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_2285,Waissel 1573|27,1573,,Frankfurt am Main,Germany,printed tablature,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_2286,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Si domiero,no,14.13,motet,3,4b,Pierre de La Rue,Heinrich Finck
Attr_2287,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Memor esto verbi tui,yes,17.14,motet,4,1,,
Attr_2288,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Ecce video celos apertos,no,19.2,motet,3,4b,Nicolaus Craen,Craen
Attr_2289,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,Jean Mouton
Attr_2290,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,La Bernardina,yes,27.21,songs and instrumental pieces,3,2,,
Attr_2291,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,La plus des plus,yes,27.22,songs and instrumental pieces,3,2,,
Attr_2292,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Mes pensées,no,27.26,songs and instrumental pieces,3,4b,Loyset Compere,Compere
Attr_2293,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_2294,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Plus nulz regretz,yes,28.28,songs and instrumental pieces,4,1,,
Attr_2295,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Qui belles amours,no,28.29,songs and instrumental pieces,4,2,,
Attr_2296,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Adieu mes amours,yes,28.3,songs and instrumental pieces,4,1,,
Attr_2297,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_2298,Newsidler 1536|13,1574,,Strasbourg,France,printed tablature,Si bibero,no,App. 12,songs and instrumental pieces,3,4a,,Heinrich Finck
Attr_2299,Newsidler 1574|13,1574,,Strasbourg,Germany,printed tablature,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_2300,Newsidler 1574|13,1574,,Strasbourg,Germany,printed tablature,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_2301,Phalèse & Bellère 1574|12,1574,,Leuven,Belgium,printed tablature,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_2302,Phalèse & Bellère 1574|12,1574,,Leuven,Belgium,printed tablature,N'avez point veu,no,29.16,songs and instrumental pieces,5,4b,Johannes Lebrung,
Attr_2303,Phalèse & Bellère 1574|12,1574,,Leuven,Belgium,printed tablature,Faulte d'argent,no,29.7,songs and instrumental pieces,5,1,,
Attr_2304,BasU F.X.21,1575,~1529–75,Basel,Switzerland,manuscript,Qui belles amours,no,28.29,songs and instrumental pieces,4,2,,
Attr_2305,BasU F.X.21,1575,~1529–75,Basel,Switzerland,manuscript,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_2306,DresSL Grimma 53,1575,~1560–75,Meissen,Germany,manuscript,Ecce dominus veniet,no,14.5,motet,5,4a,,
Attr_2307,DresSL Grimma 53,1575,~1560–75,Meissen,Germany,manuscript,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_2308,EdinU 125,1575,~1575,,England,manuscript tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2309,HalleU 1147,1575,~1545–75,,Germany,manuscript,"Domine, dominus noster",yes,16.4,motet,5,4a,,
Attr_2310,HalleU 1147,1575,~1545–75,,Germany,manuscript,Salva nos domine,no,26.12,motet,6,4b,Jean Mouton,
Attr_2311,HalleU 1147,1575,~1545–75,,Germany,manuscript,N'esse pas ung grant desplaisir,yes,29.17,songs and instrumental pieces,5,3,,
Attr_2312,HalleU 1147,1575,~1545–75,,Germany,manuscript,Plusieurs regretz,no,29.21,songs and instrumental pieces,5,2,,
Attr_2313,HradKM 22,1575,~1574–75,Hradec Králové,Czech Republic,manuscript,Pater noster,yes,20.9,motet,6,1,,
Attr_2314,HradKM 22,1575,~1574–75,Hradec Králové,Czech Republic,manuscript,Veni sancte spiritus,yes,26.18,motet,6,4a,,
Attr_2315,HradKM 22,1575,~1574–75,Hradec Králové,Czech Republic,manuscript,La Spagna,yes,29.12,songs and instrumental pieces,5,4a,,
Attr_2316,KrakJ 40598,1575,~1575,,Germany?,manuscript tablature,Stabat mater,no,25.9,motet,5,1,,
Attr_2317,RegB 849–52,1575,~1569–75,Regensburg,Germany,manuscript,Congratulamini mihi omnes,yes,26.3,motet,4,4a,,
Attr_2318,AugsS 7,1576,,Augsburg,Germany,manuscript,Te deum laudamus,no,26.16,motet,4,4b,Andreas de Silva,
Attr_2319,RegB 844–8,1577,~1573–77,Regensburg,Germany,manuscript,Pange lingua,yes,22.2,motet,4,4a,,
Attr_2320,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,Pater noster,yes,20.9,motet,6,1,,
Attr_2321,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2322,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_2323,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,Virgo salutiferi,yes,25.13,motet,5,1,,
Attr_2324,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_2325,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,Stabat mater,yes,25.9,motet,5,1,,
Attr_2326,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_2327,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_2328,Cabeçon 1578|24,1578,,Madrid,Spain,printed tablature,Missa L'homme armé super voces musicales,yes,6.3,mass,4,1,,
Attr_2329,Le Roy & Ballard 1578|14,1578,,Paris,France,printed vocal music,Fors seulement,no,27.10,songs and instrumental pieces,3,4b,Antoine de Févin,Antoine de Févin
Attr_2330,Le Roy & Ballard 1578|15,1578,,Paris,France,printed vocal music,A l'ombre d'ung buissonnet,yes,27.2,songs and instrumental pieces,3,2,,
Attr_2331,Le Roy & Ballard 1578|15,1578,,Paris,France,printed vocal music,Mon mary m'a diffamée,yes,27.27,songs and instrumental pieces,3,4a,,
Attr_2332,Le Roy & Ballard 1578|15,1578,,Paris,France,printed vocal music,N'avez point veu,no,27.28,songs and instrumental pieces,3,4b,Jean Richafort,Richafort
Attr_2333,Le Roy & Ballard 1578|15,1578,,Paris,France,printed vocal music,Si j'ay perdu,yes,27.34,songs and instrumental pieces,3,2,,
Attr_2334,Le Roy & Ballard 1578|15,1578,,Paris,France,printed vocal music,En l'ombre d'ung buissonnet,yes,27.7,songs and instrumental pieces,3,2,,
Attr_2335,Le Roy & Ballard 1578|16,1578,,Paris,France,printed vocal music,Petite camusette,yes,27.31,songs and instrumental pieces,3,4b,Antoine de Févin,
Attr_2336,Le Roy & Ballard 1578|6,1578,,Paris,France,printed vocal music,"Au bois, au bois ma dame",no,20.10,motet,4,4b,Pierre Moulu,
Attr_2337,RegB 786–837,1578,~1569–78,Regensburg,Germany,manuscript,Lugebat David Absalon,yes,14.7,motet,8,4b,Nicolas Gombert,
Attr_2338,RegB 786–837,1578,~1569–78,Regensburg,Germany,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_2339,RegB 887–90,1578,~1577–78,Regensburg,Germany,manuscript,Stetit autem Salomon,yes,14.14,motet,4,4a,,
Attr_2340,RegB 887–90,1578,~1577–78,Regensburg,Germany,manuscript,Quam dilecta tabernacula,no,18.6,motet,5,4b,Pierre Certon,Certon
Attr_2341,WrocU 54,1578,,Brzeg,Poland,manuscript,Ecce dominus veniet,no,14.5,motet,5,4a,,
Attr_2342,WrocU 54,1578,,Brzeg,Poland,manuscript,Preter rerum seriem,yes,24.11,motet,6,1,,
Attr_2343,RegB 775–7,1579,,southern Germany/Austria,Germany/Austria,manuscript,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2344,RegB 775–7,1579,,southern Germany/Austria,Germany/Austria,manuscript,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_2345,RegB 775–7,1579,,southern Germany/Austria,Germany/Austria,manuscript,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,
Attr_2346,RegB 863–70,1579,~1572–79,Regensburg,Germany,manuscript,Qui habitat in adjutorio altissimi,yes,18.7,motet,4,1,,
Attr_2347,RegB 863–70,1579,~1572–79,Regensburg,Germany,manuscript,Pange lingua,yes,22.2,motet,4,4a,,
Attr_2348,RegB 883–6,1579,~1573–79,Regensburg,Germany,manuscript,Sancta trinitas ,no,26.13,motet,4,4b,Antoine de Févin,Antoine de Févin/Arnold von Bruck
Attr_2349,AmstT 27,1580,~1580,,Germany?,manuscript tablature,"Benedicta es, celorum regina",no,23.13,motet,6,1,,
Attr_2350,AmstT 27,1580,~1580,,Germany?,manuscript tablature,Mille regretz,no,28.25,songs and instrumental pieces,4,4a,,
Attr_2351,AmstT 27,1580,~1580,,Germany?,manuscript tablature,Missa De beata virgine,yes,3.3,mass,4-5,1,,
Attr_2352,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,De profundis clamavi [low clefs],no,15.11,motet,4,4b,Nicolas Champion,
Attr_2353,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,Senfl
Attr_2354,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,"Domine, ne in furore",no,16.7,motet,4,4a,,
Attr_2355,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,"Domine, ne in furore",no,16.8,motet,4,4b,Philippe Verdelot,
Attr_2356,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,In exitu Israel de Egypto,no,17.4,motet,4,2,,
Attr_2357,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,"Jubilate deo, omnis terra",yes,17.7,motet,4,4a,,
Attr_2358,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,"Judica me, deus",no,17.8,motet,4,4b,Arnold Caen,
Attr_2359,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,Tribulatio et angustia,yes,18.11,motet,4,4a,,
Attr_2360,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,Virgo prudentissima,no,25.12,motet,4,2,,Heinrich Isaac
Attr_2361,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,Te deum laudamus,no,26.16,motet,4,4b,Andreas de Silva,
Attr_2362,DresSL 1/D/6,1580,~1560–80,Silesia,Poland,manuscript,La Spagna,yes,29.12,songs and instrumental pieces,5,4a,,
Attr_2363,DresSL Grimma 51,1580,~1570–80,Meissen,Germany,manuscript,Puer natus est,yes,26.10,motet,4,4b,Jean Mouton,
Attr_2364,DresSL Grimma 51,1580,~1570–80,Meissen,Germany,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,Mouton
Attr_2365,DresSL Grimma 55,1580,~1557–80,Meissen,Germany,manuscript,Lugebat David Absalon,no,14.7,motet,8,4b,Nicolas Gombert,
Attr_2366,DresSL Grimma 55,1580,~1557–80,Meissen,Germany,manuscript,Veni sancte spiritus,no,26.18,motet,6,4a,,
Attr_2367,DresSL Grimma 55,1580,~1557–80,Meissen,Germany,manuscript,Se congié prens,no,30.10,songs and instrumental pieces,6,1,,
Attr_2368,DresSL Grimma 55,1580,~1557–80,Meissen,Germany,manuscript,Tenez moy en voz bras,no,30.12,songs and instrumental pieces,6,4a,,
Attr_2369,DresSL Grimma 55,1580,~1557–80,Meissen,Germany,manuscript,Petite camusette,no,30.7,songs and instrumental pieces,6,1,,
Attr_2370,LonBL 4911,1580,~1580,,Scotland,manuscript,Missa Mater patris,yes,10.1,mass,4(-5),4a,,
Attr_2371,LonBL 4911,1580,~1580,,Scotland,manuscript,Missa Hercules dux Ferrarie,yes,11.1,mass,4(-6),1,,
Attr_2372,LonBL 4911,1580,~1580,,Scotland,manuscript,Missa Ad fugam,no,12.1,mass,4,4a,,
Attr_2373,LonBL 4911,1580,~1580,,Scotland,manuscript,Queramus cum pastoribus,no,26.11,motet,4,4b,Jean Mouton,
Attr_2374,LonBL 4911,1580,~1580,,Scotland,manuscript,Missa Dirige,no,3.4,mass,4(-5),4b,Pierre de La Rue,
Attr_2375,LonBL 4911,1580,~1580,,Scotland,manuscript,Missa L'homme armé super voces musicales,no,6.3,mass,4,1,,
Attr_2376,LonBL 4911,1580,~1580,,Scotland,manuscript,Missa Malheur me bat,no,9.1,mass,4(-6),1,,
Attr_2377,LonBLR A49-54,1580,~1565–80,Cheam,England,manuscript,Lugebat David Absalon,no,14.7,motet,8,4b,Nicolas Gombert,Gombert
Attr_2378,LonBLR A49-54,1580,~1565–80,Cheam,England,manuscript,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,
Attr_2379,MunBS 267,1580,~1555–80,Augsburg,Germany,manuscript tablature,Qui habitat in adjutorio altissimi,yes,18.7,motet,4,1,,
Attr_2380,MunBS 267,1580,~1555–80,Augsburg,Germany,manuscript tablature,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_2381,MunBS 267,1580,~1555–80,Augsburg,Germany,manuscript tablature,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_2382,MunBS 267,1580,~1555–80,Augsburg,Germany,manuscript tablature,"Nimphes, nappés",yes,30.6,songs and instrumental pieces,6,1,,
Attr_2383,RegB 891–2,1580,~1570–80,Regensburg,Germany,manuscript,De profundis clamavi,no,15.14,motet,5,4b,Ludwig Senfl,Senfl
Attr_2384,RegB 891–2,1580,~1570–80,Regensburg,Germany,manuscript,"Inviolata, integra et casta es",yes,24.4,motet,5,1,,
Attr_2385,RegB 891–2,1580,~1570–80,Regensburg,Germany,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_2386,RegB 893,1580,~1570–80,Regensburg,Germany,manuscript,Huc me sydereo,yes,21.5,motet,5,1,,
Attr_2387,RegB 893,1580,~1570–80,Regensburg,Germany,manuscript,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,Verdelot
Attr_2388,YorkM 91,1580,,,England,manuscript,"Sancta Maria, virgo virginum",no,25.7,motet,6,4b,Philippe Verdelot,
Attr_2389,Barbetta 1582|15,1582,,Venice,Italy,printed tablature,Tua est potentia,no,26.17,motet,5,4b,Jean Mouton,Mouton
Attr_2390,Ammerbach 1583|22,1583,,Nuremberg,Germany,printed tablature,Missa De beata virgine,no,3.3,mass,4-5,1,,
Attr_2391,BarcOC 7,1583,,Barcelona,Spain,manuscript,Salve regina,yes,25.5,motet,5,1,,
Attr_2392,BerlS 11,1583,,Wrocław,Poland,manuscript,Ecce dominus veniet,no,14.5,motet,5,4a,,Johannes Gosse
Attr_2393,BerlS 11,1583,,Wrocław,Poland,manuscript,Preter rerum seriem,no,24.11,motet,6,1,,
Attr_2394,BerlS 11,1583,,Wrocław,Poland,manuscript,Stabat mater,yes,25.9,motet,5,1,,
Attr_2395,MunBC 1536,1583,,Bad Reichenhall,Germany,manuscript,In nomine Jesu,yes,19.7,motet,6,4a,,
Attr_2396,MunBS 1536,1583,,Bad Reichenhall,Germany,manuscript,Lugebat David Absalon,yes,14.7,motet,8,4b,Nicolas Gombert,
Attr_2397,MunBS 1536,1583,,Bad Reichenhall,Germany,manuscript,Pater noster,yes,20.9,motet,6,1,,
Attr_2398,MunBS 1536,1583,,Bad Reichenhall,Germany,manuscript,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,Guyot (for voices 7–12)
Attr_2399,MunBS 1536,1583,,Bad Reichenhall,Germany,manuscript,"Benedicta es, celorum regina",yes,23.13,motet,6,1,,
Attr_2400,MunBS 1536,1583,,Bad Reichenhall,Germany,manuscript,O virgo prudentissima,yes,24.9,motet,6,1,,
